text,label,answer
"কাশিম যদি ৪২ টি বাক্স ৭ জনকে সমানভাবে বিক্রি করে। প্রত্যেকে কটা করে বাক্স পাবে?","divide","৩"
"হাসান যদি তার শ্রেণির ৩ জন ব্যক্তির মধ্যে ১৫ টি আপেল বিভক্ত করে এবং অতিরিক্তগুলো নিজের কাছে রাখে, তবে প্রতিটি সহপাঠী  কতগুলো আপেল পেয়েছিল?","divide","৫"
"যদি ভিক্টর তার ক্লাসে ৫ জনের মধ্যে ২৫টি ডান্ডাগুলি বিভক্ত করে এবং অতিরিক্তগুলি নিজের কাছে রাখে, তবে প্রতিটি সহপাঠী কতগুলো করে ডান্ডাগুলি পেল?","divide","৫"
"জেনি যদি ২৪ টি বাক্স ৮ জনকে সমানভাবে বিক্রি করে। প্রত্যেকে কটা করে বাক্স পাবে?","divide","৩"
"গাম্বলগুলি ৫ টি বাক্সে আসে। নারায়ণ ২০টি  গাম্বল খেয়েছিল। সে কয়টি পুরো বাক্স খেয়েছে এবং কতগুলো গাম্বল রেখে গেছে?","divide","৪"
"শালিনী যদি ২০ টি বাক্স ৪ জনকে সমানভাবে বিক্রি করে। প্রত্যেকে কটা করে বাক্স পাবে?","divide","৫"
"লেবুগুলি ৬ টা করে বাক্সে আসে। লতা ৫৪ টি লেবু খেয়েছিলেন। সে কয়টি পুরো বাক্স খেয়েছে এবং কয়টি লেবু রেখে গেছে?","divide","৯"
"লেবুগুলি ৫ টা করে বাক্সে আসে। লালন ৫০ টি লেবু খেয়েছিলেন। সে কয়টি পুরো বাক্স খেয়েছে এবং কয়টি লেবু রেখে গেছে?","divide","৯"
"লেবুগুলি ১০ টা  করে বাক্সে আসে। ললিতা ৬০ টি লেবু খেয়েছিলেন। সে কয়টি পুরো বাক্স খেয়েছে এবং কয়টি লেবু রেখে গেছে?","divide","৯"
"মৌমিতা ৫১টি বোতলের ছিপি দিয়ে শুরু করে। তিনি নয়নের সাথে ৩৬ টি ভাগ করে নিয়েছেন। মৌমিতার কাছে কতগুলো বোতলের ছিপি আছে আর?","subtract","১৫"
"উৎপলের ২ টি বোতলের ছিপি রয়েছে। তিনি আরও ৪১ টি কেনেন। উৎপলের সব মিলিয়ে মোট কতগুলো বোতলের ছিপি আছে?","add","৪৩"
"কাশিম ৪২ টি ব্লক দিয়ে শুরু করে। তিনি ২৫টি হারিয়ে ফেলেন। কাশিম কতগুলি ব্লক দিয়ে শেষ করে?","subtract","১৭"
"লিলি ৮৮ টি মিছরি সংগ্রহ করেন। লিলির বাবা লিলিকে আরও ৫টি দেয়। লিলির এখন কতগুলো মিছরি আছে?","add","৯৩"
"উপমার ২ টি বোতলের ছিপি রয়েছে। তিনি আরও ৪১ টি কেনেন। উপমার সব মিলিয়ে মোট কতগুলো বোতলের ছিপি আছে?","add","৪৩"
"টেবিলে ৮ টি আপেলের একটি স্তূপ রয়েছে। প্রতিটি আপেল ১১ টি করে বান্ডিলে আসে। আরো ৫ টি আপেল স্তূপে যুক্ত হয়। স্তূপে কত আপেল আছে?","add","১৩"
"শানের ৯ টি আপেল রয়েছে। সুশান্ত শানকে আরও ৮ টি দেয়। পরে শান দোকান থেকে ১৮ টি টিকিট কিনে। সব মিলিয়ে শানের এখন কতগুলি আপেল আছে?","add","১৭"
"টেবিলে একটি স্তূপে ২ টি কলা রয়েছে। প্রতিটি কলা ১১৭ টি বান্ডিলে আসে। ৭ টি কলা স্তূপেতে আরও যুক্ত হয়। স্তূপে এখন কতগুলো কলা আছে?","add","৯"
"টেবিলে একটি স্তূপে ৬ টি মিছরি রয়েছে। প্রতিটি মিছরি ১৫ এর বান্ডিলে আসে। স্তূপে আরও ৪ টি মিছরি যুক্ত করা হয়। স্তূপে কত মিছরি আছে?","add","১০"
"কিরণের ৫ টি ডান্ডাগুলি রয়েছে। সে আরও ৭ টি কেনে। পরে কিরণ দোকান থেকে ১৮টি কমলালেবু কেনে। কিরণের মোট কত ডান্ডাগুলি  রয়েছে?","add","১২"
"কাশিমের ৫ টি কমলালেবু রয়েছে। জয়তীর কাছ থেকে তিনি আরও ৩ টি পান। পরে কাশিম দোকানে ৯ টি ডান্ডাগুলি কিনে। কাশিম সব মিলিয়ে কত কমলালেবু আছে?","add","৮"
"টেবিলের একটি স্তূপে ২ টি আপেল রয়েছে। প্রতিটি আপেল ৭ এর বাণ্ডিলে আসে। ৪ টি আপেল স্তূপে যুক্ত হয়। স্তূপে এখন কতগুলো  আপেল আছে?","add","৬"
"কিরণের পাঁচটি ডান্ডাগুলি রয়েছে। সে আরও ৭ টি কিনে। পরে কিরণের দোকানে ১৮টি কমলালেবু কিনে। কিরণের মোট কতগুলো ডান্ডাগুলি রয়েছে?","add","১২"
"অনন্যার ৬ টি আপেল রয়েছে। তিনি নারায়ণের থেকে আরও ৬ পেয়েছেন। পরে অনন্যা দোকান থেকে ১০টি রঙ্গিন খড়ি কিনে। অনন্যার  মোট কতগুলি আপেল রয়েছে?","add","১২"
"জয়েসের ৮ টি ডিম রয়েছে। মোহন জয়েসকে আরও ৬ টি দেয়। পরে জয়েস দোকান থেকে ১৩টি রবার কেনে। জয়েসের সব মিলিয়ে মোট কতটি ডিম রয়েছে?","add","১৪"
"টেবিলে একটি স্তূপে ২ টি কলা রয়েছে। প্রতিটি কলা ১৩ টি বাণ্ডিলে আসে। স্তূপে ৭ টি কলা যুক্ত হয়। স্তূপে কয়টি কলা আছে?","add","৯"
"কেশবের ৩ টি মার্বেল রয়েছে। তিনি আরও ৬ টি কেনে। পরে কেশব দোকানে ১৫ টি আপেল কিনে। কেশবের সব মিলিয়ে কতগুলো মার্বেল আছে?","add","৯"
"আরবের ৬ টি তাস রয়েছে। ঈশার ৫ টি তাস রয়েছে। হারুন আরও ৬২টি সন্ধান করে। ইশা কয়টি তাস দিয়ে শেষ করেছে?","add","৬৭"
"শান্তনুর ৪ টি টিকিট রয়েছে। অনিরুদ্ধের ৯ টি টিকিট রয়েছে। অনিরুদ্ধ আরও ৭২২ টি সন্ধান করেছেন। অনিরুদ্ধর কাছে এখনো কতগুলো টিকিট আছে?","add","৮১"
"ডলির কাছে ৩৭টি রঙ্গিন খড়ি রয়েছে। তিনি ফারুকের কাছ থেকে আরও ৫টি পেয়েছেন। পরে ডলি দোকান থেকে ১৬ টি কলম কেনে। ডলির কাছে সব মিলিয়ে কতগুলো রঙ্গিন খড়ি রয়েছে?","add","৪২"
"অরুনের ১৩ টি ব্লক রয়েছে। সানির ৯ টি ব্লক রয়েছে। সানি আরও ৪৪টি ব্লক খুঁজে পেয়েছে। সানির কাছে কত গুলো ব্লক রয়েছে?","add","৫৩"
"রণকের ১৩ টি ব্লক রয়েছে। মানসের ৪ টি ব্লক রয়েছে। মানস আরও ৮০ টির সন্ধান করেছে। তবে মানসের কাছে কত গুলো ব্লক রয়েছে?","add","৮৪"
"আলোলিকার ৯ টি বোতলের ছিপি রয়েছে। আলোকের কাছে ১০টি বোতলের ছিপি রয়েছে। আলোক আরো ৫ টির সন্ধান করে। আলোক কতগুলি বোতলের ছিপিতে শেষ করে?","add","১৫"
"ঐশীর ৯৫ টি মার্বেল রয়েছে। তিনি হারুর কাছ থেকে আরও ৯ টি পেয়েছেন। পরে ঐশী দোকান থেকে ৬ টি কলম কেনে। ঐশীর সব মিলিয়ে কত মার্বেল আছে?","add","১০৪"
"ডলির ৮ টি কলা আছে। তিনি কৃশানুর কাছ থেকে আরও ৫০টি পেয়েছেন। পরে ডলি দোকানে ৯ টি কার্ড কিনে। সব মিলিয়ে ডলির কয়টি কলা রয়েছে?","add","৫৮"
"এমিলি ৬৩টি কলম সংগ্রহ করেছে। এমিলির বাবা এমিলিকে আরও ৭টি দেয়। বরুনের ১৩ টি আপেল রয়েছে। এমিলির কাছে কতগুলো কলম আছে?","add","৭০"
"কুসুম ৪৭ টি মার্বেল এবং ৬ টি কমলালেবু দিয়ে শুরু করে। তিনি ডায়ানার সাথে ৪২টি ভাগ করেছেন। কুসুম কত মার্বেল দিয়ে শেষ করে?","subtract","৫"
"উল্কির ৪৮ টি কলা রয়েছে। চয়নের ১৪ টি কলা রয়েছে। তিনি ৩৫ টি হারিয়ে ফেলেছেন। উল্কির এখন কয়টি কলা আছে?","subtract","১৩"
"একটি বাক্সে মোট ৫৫ টি কমলালেবু রয়েছে। দেবোরার একটি ব্যাগে ১১ টি কমলালেবু রয়েছে। সুশেন বাক্স থেকে ৩৫ টি কমলালেবু নেয়। বাক্সে আর কয়টি কমলালেবু রয়েছে?","subtract","২০"
"একটি বাক্সে ৭৭ টি আপেল রয়েছে। লতিকার  একটি ব্যাগে ৯ টি আপেল রয়েছে। সাথীর বাক্সের বাইরে ৭৫ টি আপেল নিয়ে যায়। বাক্সে আর কত গুলো আপেল আছে?","subtract","২"
"বরুনের ৭৫ টি ডিম রয়েছে। করুনার ১৭ টি ডিম রয়েছে। বরুন ৭০ টি হারিয়েছেন। বরুনের কটি ডিম আছে?","subtract","৫"
"একটি বাক্সে ৬৯ টি রাবার রয়েছে। জুনের একটি ব্যাগে ১৫ টি রাবার রয়েছে। ডলির বাক্স থেকে ৫৪টি বের করে ফেলেন। বাক্সে আর কটি রাবার রয়েছে?","subtract","১৫"
"একটি বাক্সে ৯৭ টি রাবার রয়েছে। আশিসের একটি ব্যাগে ১৭ টি রাবার রয়েছে। মানসের বক্সের বাইরে ৯৭ টি রাবার নিয়ে যায়। বাক্সে কত রাবার রয়েছে?","subtract","০"
"একটি বাক্সে ৮৮ টি লজেন্স রয়েছে। লিসার একটি ব্যাগে ১৮টি লজেন্স রয়েছে। ডায়ানা বাক্স থেকে ৬ টি লজেন্স নেয়। বাক্সে কয়টি লজেন্স বাকি আছে?","subtract","৮২"
"ব্রাত্যর ৯৬ টি ডান্ডাগুলি রয়েছে। বনির ৪ টি ডান্ডাগুলি রয়েছে। তিনি ৯ টি হারান। তবে ব্রাত্যর আর কতগুলো ডান্ডাগুলি থাকবে?","subtract","৮৭"
"তিন্নির ৩২ টি রঙ্গিন খড়ি রয়েছে। জেনির ১২ টি রঙ্গিন খড়ি রয়েছে। তিনি নীনার সাথে ১৩ ভাগ করেছেন। তিন্নির আর কত রঙ্গিন খড়ি হবে?","subtract","১৯"
"কমলের ২০ টি আপেল রয়েছে। জুডির ১১ টি আপেল রয়েছে। তিনি উজ্জলের সাথে ৭ টি ভাগ করে নিয়েছেন। কমলের কতগুলি আপেল থাকবে?","subtract","১৩"
"হিরণের ওজন ৮৭ কেজি। এমিলির ওজন ৯ কেজি। ঈশিকার ওজন ৮ কেজি। এমিলির চেয়ে হিরণ কত বেশি ভারী?","subtract","৭৮"
"জোজোর ২ টি ব্লক রয়েছে। প্রতিটি বাক্সে ৬ টি ব্লক রয়েছে এবং একটি ক্ষেত্রে ৫ টি বাক্স রয়েছে। জোজোর কটি ব্লক রয়েছে?","multiply","১২"
"মারিয়ামের ৩ টি ডিম আছে। প্রতিটি বাক্সে ৭ টি ডিম থাকে এবং একটি ক্ষেত্রে ৮ টি বাক্স রয়েছে। মারিয়ামের কত ডিম আছে?","multiply","২১"
"গগনের টিকিটের ৯ টি বাক্স রয়েছে। প্রতিটি বাক্সে ৫ টি টিকিট রয়েছে এবং একটি ক্ষেত্রে ১০ টি বাক্স রয়েছে। গগনের কত টিকিট আছে?","multiply","৪৫"
"জয়ন্তর ডিম রয়েছে ৫ টি বাক্স। প্রতিটি বাক্সে ৩ টি ডিম থাকে এবং একটি ক্ষেত্রে ৯ টি বাক্স রয়েছে। জয়ন্তর কত ডিম আছে?","multiply","১৫"
"জয়িতার ৪ টি রাবার  রয়েছে। প্রতিটি বাক্সে ১০ টি রাবার  রয়েছে এবং একটি ক্ষেত্রে ৯ টি বাক্স রয়েছে। জয়িতার কতগুলো রাবার রয়েছে?","multiply","৪০"
"মনিকার ৪০ টি কলা রয়েছে যা অবশ্যই বাক্সগুলিতে ফেলা উচিত। ডলির সাহায্যে মনিকার সাথে ১০ টি বিস্কুট  ভাগ করে নিয়েছে। যদি ৮ টি বাক্স থাকে তবে প্রতিটি বাক্সে কয়টি কলা যেতে হবে?","divide","৫"
"রামের ৯ টি আপেল এবং ১২ টি রাবার  রয়েছে। তিনি যদি তিনটি বন্ধুর মধ্যে আপেল ভাগ করে নেন তবে প্রতিটি বন্ধু কয়টি আপেল পাবে?","divide","৩"
"যীশুর  ৪০ টি ডান্ডাগুলি এবং ৬ টি ডিম রয়েছে। যদি তিনি ৫ টি বন্ধুদের মধ্যে ডান্ডাগুলি  ভাগ করে নেন তবে প্রতিটি বন্ধু কয়টি ডান্ডাগুলি  পাবে?","divide","৮"
"রায়ানের ৭২ টি মার্বেল এবং ১৭ টি ব্লক রয়েছে। যদি সে ৯ জন বন্ধুদের মধ্যে মার্বেলগুলি ভাগ করে, তবে প্রতিটি বন্ধু কটি মার্বেল পাবে?","divide","৮"
"রুবির ৩৬ টি মিছরি এবং ৬ টি কলা রয়েছে। যদি সে ৯ টি বন্ধুদের মধ্যে মিছরিগুলি ভাগ করে, তবে প্রতিটি বন্ধু কয়টি মিছরি পায়?","divide","৪"
"সুকেশের ৫৬ টি কমলালেবু রয়েছে। টেনি সুকেশের সাথে ভাগ করতে ১১ টি বিস্কুট নিয়ে আসে। যদি ৮ টি বাক্স থাকে তবে প্রতিটি বাক্সে কতটা কমলালেবু থাকতে হবে?","divide","৭"
"জয়েসের ৪০ টি কলা রয়েছে। ফাতেমা জয়েসের সাথে ভাগ করে নেওয়ার জন্য ১৪ টি বিস্কুট নিয়ে আসে। যদি ১০ টি বাক্স থাকে তবে প্রতিটি বাক্সে কয়টি কলা থাকবে?","divide","৪"
"জয়ের ৪৫ টি ​​কমলালেবু রয়েছে। ডোনা জয়ের সাথে ভাগ করে নেওয়ার জন্য ১৬ টি বিস্কুট নিয়ে আসে। যদি ৯ টি বাক্স থাকে তবে প্রতিটি বাক্সে কতগুলো কমলালেবু আবশ্যক?","divide","৫"
"অনিমার ৪৫ টি কলা রয়েছে। জুলি অনিমার সাথে ভাগ করার জন্য ৩ টি বিস্কুট নিয়ে আসে। যদি ৫ টি বাক্স থাকে তবে প্রতিটি বাক্সে কয়টি কলা থাকবে?","divide","৯"
"বিমলের ১৬ টি ডিম এবং ৪টি ডান্ডাগুলি রয়েছে। যদি সে ৪ জনের মধ্যে ডিম ভাগ করে দেয় তবে প্রতিটি বন্ধু কয়টি ডিম পাবে?","divide","৪"
"শানের ১৩ টি ব্লক রয়েছে। মিলনের ২ টি ব্লক রয়েছে। মিলন আরও ৮৪ টি ব্লক সন্ধান করেন। মিলনের এখন কতগুলো ব্লক হয়েছে?","add","৮৬"
"যদি অনিতা ৩ ঘন্টা ধরে ২ ঘন্টায় প্রতি মাইল ঘুরে বেড়াল। তবে অনিতা কতদূর গেল?","multiply","৬"
"করুনার বাড়িতে ঘণ্টায় ২ মাইল যেতে আলেয়ার লাগে ৩ ঘন্টা। আলেয়ার বাড়ি করুনার বাড়ির থেকে কতটা দূরে?","multiply","৬"
"তিস্তা যদি ৩ ঘন্টায় ৫ মাইল বেগে দৌড়ে যায়।তবে তিস্তা কতদূর গেল?","multiply","১৫"
"চয়ন যদি ঘন্টায় ৩ মাইল বেগে ৬ মাইল বেড়ায় তবে চয়ন কতক্ষণ ভ্রমণ করছিল?","divide","২"
"কালুকে রালফের বাড়িতে যেতে প্রতি ঘন্টায় ২ মাইল বেগে সাইকেল চালিয়ে পোঁছাতে ৫ ঘন্টা সময় লেগেছিল। কালুর  বাড়ি রাল্ফের বাড়ি থেকে কতটা দূরে?","multiply","১০"
"এমিলির বাসা থেকে টিয়ার  বাড়ি ১০ মাইল দূরে। এমিলির যেতে ২ ঘন্টা সময় লেগেছিল। এমিলি কত গতিতে চলে গেল?","divide","৫"
"যদি নর্মদা ঘণ্টায় ৩ মাইল বেগে ৫ ঘন্টা যায়। তবে নর্মদা কতদূর গেল?","multiply","১৫"
"চয়ন যদি ঘন্টায় ৪ মাইল বেগে ৭ মাইল বেড়ায় তবে চয়ন কতক্ষণ ভ্রমণ করছিল?","divide","২"
"যদি অনু ৩ ঘন্টা ধরে ২ মাইল বেগে ঘুরে বেড়াত। তবে অনু কতদূর গেল?","multiply","৬"
"শিমা যদি ৪ ঘন্টা ২ মাইল বেগে ঘুরে বেড়ায়। তবে শিমা কতদূর গেল?","multiply","৮"
"কিরণের বাড়িতে ঘণ্টায় ৪ মাইল বেগে বেড়াতে আমিনার ২ ঘন্টা সময় নেয়। আমিনার বাড়ি কিরণের বাড়ির মধ্যে কতটা দূরত্ব?","multiply","৮"
"মোহিত লালির বাড়িতে পায়ে হেঁটে গিয়ে ছিলেন। মোহিতের বাড়ি লালির বাড়ি থেকে ১২ মাইল দূরে। মোহিতের সেখানে যেতে ৬ ঘন্টা সময় লেগেছিল। মোহিত কত দ্রুত গেছিলো?","divide","২"
"করুনার বাড়িতে ঘণ্টায় ২ মাইল বেড়াতে আমিনার লাগে ৫ ঘন্টা। আমিনার বাড়ি করুনার বাড়ির থেকে কতটা দূরে?","multiply","১০"
"মোহন নয়নের বাড়িতে পায়ে হেঁটে গিয়ে ছিলেন। মোহনের বাড়ি নয়নের বাড়ি থেকে ১০ মাইল দূরে। মোহনের সেখানে যেতে ৫ ঘন্টা সময় লেগেছিল। মোহন কত দ্রুত গেছিলো?","divide","২"
"এমিলির বাসা থেকে টিয়ার বাড়ি ২০ মাইল দূরে। এমিলির যেতে ৪ ঘন্টা সময় লেগেছিল। এমিলি কত গতিতে চলে গেল?","divide","৫"
"জোসেফের বাড়ি থেকে জেনের বাড়ি 2৪ মাইল দূরে। জোসেফের জেনের বাড়ি যেতে 12 ঘন্টা সময় লেগেছিল। জোসেফ কত দ্রুত গেল?","divide","২"
"কাকলিকে প্রতি ঘন্টা ৮ মাইল বেগে লালির বাড়িতে ছুটে যেতে সময় লাগে। কতটা দূরত্ব কাকলির বাড়ি এবং লালির বাড়ির মধ্যে?","multiply","২৪"
"পালনের বাড়ি থেকে অরুনের বাড়ি ১৪ মাইল দূরে। পালনকে সেখানে দৌড়ে যেতে 2 ঘন্টা সময় লেগেছে। পালন কত দ্রুত গেল?","divide","৭"
"রাহুলের বাড়ি থেকে নিরঞ্জনের বাড়ির দূরত্ব ১০ মাইল। রাহুলকে সেখানে যেতে ৫ ঘন্টা সময় লেগেছে। রাহুল কত দ্রুত গেল?","divide","২"
"জোয়ান যদি প্রতি ঘন্টা ৫ মাইল বেগে ২৫ মাইল সাইকেল চালায় তবে জোয়ান কতক্ষণ ভ্রমণ করছিল?","divide","৫"
"মানি প্রতি ঘন্টা ৬ মাইল বেগে ২৪ মাইল দৌড়ায়। কতক্ষণ মানি দৌড়ালো?","divide","৪"
"যদি বেনু প্রতি ঘণ্টায় ২ মাইল বেগে ১৪ মাইল ঘুরে বেড়াই, তবে বেনু কতক্ষণ ভ্রমণ করছিলেন?","divide","৭"
"মানু প্রতি ঘন্টা ৬ মাইল বেগে ২৪ মাইল দৌড়ায়। কতক্ষণ মানু দৌড়ালো?","divide","৪"
"জোয়ান যদি প্রতি ঘন্টা ৫ মাইল বেগে ২৫ মাইল সাইকেল চালায় ,তবে জোয়ান কতক্ষণ ভ্রমণ করছিল?","divide","৫"
"কার্তিক প্রতি ঘন্টা ৪ মাইল বেগে ২০ মাইল ঘোরাফেরা করত। কার্তিক কতক্ষণ ঘুরে বেড়াত?","divide","৫"
"কাকন প্রতি ঘন্টা ৫ মাইল বেগে ৩০ মাইল ঘোরাফেরা করত। কাকন কতক্ষণ ঘুরে বেড়াত?","divide","৫"
"জেমস প্রতি ঘন্টা ১৬ মাইল বেগে ৮০ মাইল চড়েছিল। জেমস কতক্ষণ চড়েছিলেন?","divide","৫"
"জুয়ান প্রতি ঘন্টা ১০ মাইল বেগে ৮০ মাইল দৌড়েছিল। জুয়ান কতক্ষণ দৌড়েছিলো?","divide","৮"
"জিমি প্রতি ঘন্টা ১৮ মাইল বেগে ৯০ মাইল চড়েছিল। জেমস কতক্ষণ চড়েছিলেন?","divide","৫"
"লিসা প্রতি ঘন্টা ৩২ মাইল বেগে ২৫৬ মাইল উড়েছিল। লিসা কতক্ষণ উড়েছিল?","divide","৮"
"লিনি প্রতি ঘন্টা ৪০ মাইল এ ৩২০ মাইল উড়েছিল। লিনি কতক্ষণ উড়েছিল?","divide","৮"
"কিরণ ঘণ্টায় ২ মাইল বেগে ৪ মাইল ঘুরে বেড়াচ্ছিলো। কিরণ কতক্ষণ ঘুরে বেড়ালো?","divide","১.২৫"
"জোসেফ প্রতি ঘণ্টায় ২ কিলোমিটারে ৪ কিলোমিটার বিচরণ করত। জোসেফ কতক্ষণ ঘুরে বেড়াত?","divide","২"
"যদি টেরেসা প্রতি ঘণ্টায় ৫ কিলোমিটার বেগে ২৫ কিলোমিটার জগিং করে, টেরেসা কতক্ষণ জগিং করতো?","divide","৫"
"যদি টুনি প্রতি ঘণ্টায় ৬ কিলোমিটার বেগে ৩৬ কিলোমিটার জগিং করে, টুনি কতক্ষণ জগিং করতো?","divide","৫"
"যদি টোটা প্রতি ঘণ্টায় ৭ কিলোমিটারে ৪৯ কিলোমিটার জগিং করে, টোটা কতক্ষণ জগিং করতো?","divide","৫"
"যদি বেনু প্রতি ঘণ্টায় ১০ কিলোমিটারে বেগে ৮০ কিলোমিটার দৌড়ায়, তবে বেনু কতক্ষন দৌড়েছিলো?","divide","৮"
"যদি হিয়ার প্রতি ঘন্টা ৮ কিলোমিটারে বেগে ৪০ কিলোমিটার সাইকেল চালায় তবে হিয়া কতক্ষন সাইকেল চালিয়েছিল?","divide","৫"
"যদি বিনি প্রতি ঘণ্টায় ৮ কিলোমিটার বেগে ৬৪ কিলোমিটার দৌড়ায়, তবে বিনি কতক্ষণ দৌড়ে ছিল?","divide","৮"
"জুন প্রতি ঘণ্টায় ২ কিলোমিটার বেগে ২০ কিলোমিটার ঘুরে বেড়াচ্ছিলো। জুন কতক্ষণ ঘুরে বেড়ালো?","divide","১০"
"জেনি প্রতি ঘণ্টায় ৪ কিলোমিটার বেগে ৪০ কিলোমিটার ঘুরে বেড়াচ্ছিলো। জেনি কতক্ষণ ঘুরে বেড়ালো?","divide","১০"
"যদি লতিকা ঘণ্টায় ৩ কিলোমিটার বেগে ৪ কিলোমিটার হেঁটে যায়, লতিকা কতক্ষণ হাঁটছিল?","divide","১.৩৩৩৩৩৩৩৩৩"
"আপনার ৭ টি বেলুন এবং আপনার বন্ধুর ৫ টি বেলুন রয়েছে। আপনার বন্ধুর চেয়ে আপনার কত বেলুন বেশি আছে?","subtract","২"
"২ টি পাখি বসে ছিল। তাদের সাথে আরও ৪ টি পাখি এসে বসলো। মোট কত পাখি বসে আছে?","add","৬"
"আপনি ৭ টি টিকিট সংগ্রহ করেছেন। ১১ টি টিকিট রাখার জন্য আপনার আরও কত টিকিট সংগ্রহ করতে হবে?","subtract","৪"
"একটি মৌমাছি ৬ টি পা আছে। ২ টি মৌমাছি কত পা আছে?","multiply","১২"
"এখানে ৬ টি পাখি এবং ৩ টি বাসা রয়েছে। বাসা ছাড়া আর কত পাখি আছে?","subtract","৩"
"৫ টি ফুল এবং ৩ টি মৌমাছি রয়েছে। ফুলের তুলনায় মৌমাছি কত কম আছে?","subtract","২"
"৩ টি পেঁচা বসে ছিল। আরও ২ টি পেঁচা তাদের সাথে যোগ দিয়েছিল। এখন কত পেঁচা আছে?","add","৫"
"২ জন তাদের বাড়িতে কাজ করছিল। ১ জন সাঁতারের জন্য গিয়েছিল। তাদের বাড়িতে এখনও কত জন কাজ করছে?","subtract","১"
"একটি গাছে বসে ২টি পাখী আরও ১ টি কাঠবেড়ালি। সব মিলিয়ে কয়টি পাখী আছে?","add","৩"
"একটি গাছে ২ টি বাদাম ও ৪ টি কাঠবিড়ালি আছে। বাদামের চেয়ে কত কাঠবিড়ালি বেশি আছে?","subtract","২"
"হাসিনা একটি পুতুললের জন্য ২৪ টাকা এবং একটি হুইসেল ১৪ টাকা দিয়ে কিনেছিলেন। দুটি খেলনার জন্য সে কত ব্যয় করেছিল?","add","৩৮"
"হাসিনার বাড়িতে ২৯ ইঞ্চি বরফ ছিল এবং ওই বরফ থেকে একজনকে ১৭ ইঞ্চি বরফ দিলো। মিসেস হাসিনার বাড়ির আর কত বরফ ছিল?","subtract","১২"
"হাসিনা দিনে ৫ টি বই পড়েন। তিনি ৩ দিনে মোট কয়টি বই পড়েন?","multiply","১৫"
"হাসিনা দেখেছিলেন ৩ টি পোকা ২ টি করে ফুল খায়। পোকাগুলি মোট কতগুলি ফুল খেয়েছে?","multiply","৬"
"হাসিনার ১৫ টাকা ছিল। তিনি ১১ টাকায় একটি পেন্সিল কিনেছিলেন। তার কাছে আর কত টাকা পরে রইলো?","subtract","৪"
"হাসিনা  ২ টি বিস্কুট প্যাকেট কিনেছিলেন। প্রতিটি প্যাকেটে ৮ টি বিস্কুট ছিল। তার কাছে মোট কত বিস্কুট ছিল?","multiply","১৬"
"হাসিনা প্রতি ঘন্টায় ৫ টি আপেল খাই। ৩ ঘন্টা শেষে সে কয়টি আপেল খেয়েছিল?","multiply","১৫"
"মিমি আজ সকালে ৬ টি বেলুন এবং আজ বিকেলে ৫ টি বেলুন উড়িয়েছিলেন। সব মিলিয়ে সে কয়টি বেলুন উড়িয়েছিল?","add","১১"
"সুমির শিক্ষক গতকাল ৪ টি স্বর্ণের পদক অর্জন করেছেন। আজ, তিনি আরও ৩ টি উপার্জন করেছেন। শিক্ষক সব মিলিয়ে কত সোনার পদক উপার্জন করেছিলেন?","add","৭"
"প্রণয় শনিবার ১০ টি কাচের বোতল এবং ৮ টি অ্যালুমিনিয়াম পাত্র তুলেছিল। তারা মোট কত পাত্র তুলেছিল?","add","১৮"
"কণিকার শিক্ষক গতকাল ৬ টি সোনার পদক অর্জন করেছেন। আজ তিনি আরও ৯ টি উপার্জন করেছেন। তিনি সব মিলিয়ে কত সোনার পদক উপার্জন করেছিলেন?","add","১৫"
"স্কুল বাসে ১০ জন ছাত্র ছিলেন। প্রথম স্টপে ৩ জন শিক্ষার্থী বাস থেকে নেমে পড়ে। বাসে কত ছাত্র রয়ে গেছে?","subtract","৭"
"লুসি ১২ বান্ডেল বিস্কুট এবং ১৬ বান্ডেল নুডল কিনেছিলেন। তিনি মোট কত বান্ডেল জিনিস কিনেছিলেন?","add","২৮"
"রানার ১৫ টি সোনালী মাছ এবং ৭ টি নীল মাছ কিনেছেন। সে কয়টি মাছ কিনেছিল?","add","২২"
"আমি কাল ইংরেজি বইয়ের ২১ পৃষ্ঠা পড়েছি। আজ আমি ১৭ টি পৃষ্ঠা পড়ি। আমি মোট কত পৃষ্ঠা পড়লাম?","add","৩৮"
"একটি স্কুলে ৫৪২ মেয়ে এবং ৩৮৭ ছেলে রয়েছে। সেই বিদ্যালয়ে কয়জন ছাত্র-ছাত্রী আছে?","add","৯২৯"
"লিন্ডার ৩৪ টি লজেন্স রয়েছে। কোলের ২৮ টি রয়েছে। সব মিলিয়ে তাদের কত লজেন্স রয়েছে?","add","৬২"
"জিনোর ৩ টি  লাঠি রয়েছে। আমার কাছে ৫০ টি লাঠি রয়েছে। আমাদের লাঠির যোগফল কত?","add","১১৩"
"লিনো সকালে ২৯২ টি ঝিনুক এবং বিকেলে ৩২৪ টি ঝিনুক তুলেছিল। তিনি সব মিলিয়ে কয়টি ঝিনুক তুলেছিলেন?","add","৬১৬"
"অনুষ্ঠানে ১০৫ জন পিতা-মাতা এবং ৬৯৮ জন ছাত্র ছিলেন। অনুষ্ঠানে মোট কতজন লোক উপস্থিত ছিলেন?","add","৮০৩"
