"একজন শ্রমিক ৯ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৫ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৪৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩৫ মি এবং প্রস্থ ২৫ মি। ক্ষেত্রফল কত?",multiply,৮৭৫
"রাহিম ৬০০ টাকা দিয়ে ১২টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ১২০ জন যাত্রী আছে। যদি ৫০ জন নেমে যায় এবং পরে ৪০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,১১০
"একটি বাক্সে ৬০টি পেন্সিল আছে। যদি ২৫টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,১৫০০
"মিতা ১৫ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১২ দিনে কত কিমি হাঁটবে?",multiply,১৮০
"রুবি ৩০০ টাকা দিয়ে ১০টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন কৃষক প্রতিদিন ২৫ লিটার দুধ বিক্রি করে। যদি সে ৮ দিনে বিক্রি করে, তাহলে মোট কত লিটার বিক্রি করবে?",multiply,২০০
"একটি ক্লাসে ৯০ জন ছাত্র আছে। যদি ২০ জন অনুপস্থিত থাকে, তাহলে এখন কতজন উপস্থিত?",subtract,৭০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৮ মি এবং প্রস্থ ২২ মি। ক্ষেত্রফল কত?",multiply,৬১৬
"মিঠুর কাছে ৯/১০ কেজি চিনি আছে। যদি সে ১/২ কেজি ব্যবহার করে, তাহলে কত কেজি বাকি?",subtract,২/১০
"একটি দোকানে ৩০০টি খেলনা আছে। যদি প্রতিদিন ৫০টি বিক্রি হয়, তাহলে ৪ দিনে কতটি বিক্রি হবে?",multiply,২০০
"রাহিম ২৫টি কলম কিনল। যদি প্রতিটি কলম ২০ টাকা হয়, তাহলে মোট কত টাকা খরচ হলো?",multiply,৫০০
"একটি ট্রেনে ১১০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৫০ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২২   
"মিতা ৮০ টাকা দিয়ে ৮টি চকলেট কিনল। প্রতিটির দাম কত?",divide,১০
"একজন ছাত্র প্রতিদিন ৭ ঘণ্টা পড়ে। যদি সে ৮ দিনে পড়ে, তাহলে মোট কত ঘণ্টা পড়বে?",multiply,৫৬
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২০ মি এবং প্রস্থ ১৮ মি। ক্ষেত্রফল কত?",multiply,৩৬০
"রুবি ৪০টি পেন্সিল কিনল। যদি সে ১৫টি বন্ধুকে দেয়, তাহলে এখন কতটি আছে?",subtract,২৫
"একটি দোকানে ২০০টি আপেল আছে। যদি প্রতিদিন ৩০টি বিক্রি হয়, তাহলে ৬ দিনে কতটি বিক্রি হবে?",multiply,১৮০   
"মিতা ৬০ টাকা দিয়ে ৬টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ২০টি ডিম পায়। যদি সে ১০ দিনে পায়, তাহলে মোট কতটি ডিম?",multiply,২০০
"একটি ক্লাসে ৭০ জন ছেলে এবং ৬০ জন মেয়ে আছে। মোট কতজন?",add,১৩০
"রাহিম ২৮০ টাকা দিয়ে ৭টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৪০
"একটি বাসে ৮০ জন যাত্রী আছে। যদি ৪০ জন নেমে যায় এবং পরে ৩০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,৭০
"একটি বাক্সে ৫০টি পেন্সিল আছে। যদি ২০টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,১০০০
"মিতা ৭ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১৫ দিনে কত কিমি হাঁটবে?",multiply,১০৫
"রুবি ১৮০ টাকা দিয়ে ৬টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন শ্রমিক ৬ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৭ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৪২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৪ মি এবং প্রস্থ ১৬ মি। ক্ষেত্রফল কত?",multiply,৩৮৪
"রাহিম ৩৫০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৭০
"একটি বাসে ৬০ জন যাত্রী আছে। যদি ২০ জন নেমে যায় এবং পরে ৩০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,৭০
"একটি বাক্সে ৩০টি পেন্সিল আছে। যদি ২০টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,৬০০
"মিতা ৯ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১০ দিনে কত কিমি হাঁটবে?",multiply,৯০
"রাহিমের কাছে ২৭০ টাকা আছে। সে ৭০ টাকা দিয়ে কলম কিনল। পরে আরও ৮০ টাকা পেল। এখন তার কাছে কত টাকা আছে?",multi_step,২৮০
"মিঠুর কাছে ৫/৬ কেজি চিনি আছে। যদি সে ২/৬ কেজি ব্যবহার করে, তাহলে কত কেজি বাকি?",subtract,৩/৬
"একটি ট্রেনে ৭০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৩৫ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩০ মি এবং প্রস্থ ২০ মি। ক্ষেত্রফল কত?",multiply,৬০০  
"একটি দোকানে ২৫০টি আপেল আছে। যদি প্রতিদিন ৩০টি বিক্রি হয়, তাহলে ৫ দিনে কতটি আপেল বিক্রি হবে?",multiply,১৫০
"একটি রেস্টুরেন্টে ৩০টি টেবিল আছে। যদি প্রতিটি টেবিলে ৭ জন বসে, তাহলে মোট কতজন খেতে পারে?",multiply,২১০
"একজন শ্রমিক ১০ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৪ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৪০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৪০ মি এবং প্রস্থ ২৫ মি। ক্ষেত্রফল কত?",multiply,১০০০
"রাহিম ৫০০ টাকা দিয়ে ১০টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ১২০ জন যাত্রী আছে। যদি ৬০ জন নেমে যায় এবং পরে ৫০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,১১০
"একটি বাক্সে ৭০টি পেন্সিল আছে। যদি ৩০টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,২১০০
"মিতা ২০ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১০ দিনে কত কিমি হাঁটবে?",multiply,২০০    
"রুবি ৩০০ টাকা দিয়ে ১২টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২৫
"একজন কৃষক প্রতিদিন ৩৫ লিটার দুধ বিক্রি করে। যদি সে ৬ দিনে বিক্রি করে, তাহলে মোট কত লিটার বিক্রি করবে?",multiply,২১০
"একটি ক্লাসে ১০০ জন ছাত্র আছে। যদি ২৫ জন অনুপস্থিত থাকে, তাহলে এখন কতজন উপস্থিত?",subtract,৭৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩২ মি এবং প্রস্থ ২৪ মি। ক্ষেত্রফল কত?",multiply,৭৬৮
"মিঠুর কাছে ৭/৮ কেজি চিনি আছে। যদি সে ৩/৮ কেজি ব্যবহার করে, তাহলে কত কেজি বাকি?",subtract,৪/৮
"একটি দোকানে ৪০০টি খেলনা আছে। যদি প্রতিদিন ৬০টি বিক্রি হয়, তাহলে ৫ দিনে কতটি বিক্রি হবে?",multiply,৩০০
"রাহিম ৩০টি কলম কিনল। যদি প্রতিটি কলম ১৮ টাকা হয়, তাহলে মোট কত টাকা খরচ হলো?",multiply,৫৪০
"একটি ট্রেনে ৮০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৪০ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০
"মিতা ৭০ টাকা দিয়ে ৭টি চকলেট কিনল। প্রতিটির দাম কত?",divide,১০
"একজন ছাত্র প্রতিদিন ৫ ঘণ্টা পড়ে। যদি সে ১০ দিনে পড়ে, তাহলে মোট কত ঘণ্টা পড়বে?",multiply,৫০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৮ মি এবং প্রস্থ ১৪ মি। ক্ষেত্রফল কত?",multiply,২৫২
"রুবি ৫০টি পেন্সিল কিনল। যদি সে ২০টি বন্ধুকে দেয়, তাহলে এখন কতটি আছে?",subtract,৩০
"একটি দোকানে ২৫০টি আপেল আছে। যদি প্রতিদিন ৪০টি বিক্রি হয়, তাহলে ৪ দিনে কতটি বিক্রি হবে?",multiply,১৬০
"মিতা ৬০ টাকা দিয়ে ৬টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ২২টি ডিম পায়। যদি সে ১১ দিনে পায়, তাহলে মোট কতটি ডিম?",multiply,২৪২  
"সারার কাছে ১৫ টাকা আছে। মা তাকে আরো ২৫ টাকা দিল। এখন তার কাছে কত টাকা?",add,৪০
"আহমেদের কাছে ৫০টি মার্বেল আছে। সে তার ২০টি বন্ধুকে দিল। বাকি কতটি?",subtract,৩০
"নিশার কাছে ১২টি বই ছিল। সে ৪টি লাইব্রেরিতে দান করল। এখন কতটি আছে?",subtract,৮
"রফিকের কাছে ১৫টি কলা আছে। মামা তাকে আরও ৫টি দিল। মোট কতটি?",add,২০
"লিলার কাছে ৮টি গোলাপ আছে। বাবা তার জন্য আরও ৭টি এনে দিল। এখন কতটি?",add,১৫
"রাহুল ৬০ টাকা নিয়ে দোকানে গেল। সে ২৫ টাকার খেলনা কিনল। বাকি কত টাকা?",subtract,৩৫
"মরিয়মের কাছে ২০টি পেন্সিল ছিল। সে ৮টি হারিয়ে ফেলল। এখন কতটি আছে?",subtract,১২
"রুবি ১৫০টি পেন্সিল কিনল। পরে ৫০টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,১০০
"রুবি ৭০টি পেন্সিল কিনল। পরে ২০টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৫০
"রুবি ৯০টি পেন্সিল কিনল। পরে ৩০টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৬০
"গ্রামবাসীরা গ্রামের রাস্তা মেরামতের জন্য টাকা তোলার সিদ্ধান্ত নিলেন। গ্রামে ৩২৪টি পরিবার আছে। প্রত্যেক পরিবার যদি ৩০০ টাকা করে জমা দেয়, তাহলে সর্বমোট কত টাকা হবে?",multiply,৯৭২০০
"একটি স্কুলে ৫০০ জন ছাত্র আছে। যদি প্রতিদিন ৮০ জন ছাত্র অনুপস্থিত থাকে, তাহলে এক সপ্তাহে মোট কতজন ছাত্র অনুপস্থিত থাকবে?",multiply,৫৬০
"একটি কারখানায় প্রতিদিন ১৫০০টি পণ্য তৈরি হয়। যদি প্রতিদিন ২০০টি পণ্য বিক্রি হয়, তাহলে এক সপ্তাহে কতটি পণ্য বিক্রি হবে?",multiply,১৪০০
"একটি শহরে ৬০০০টি গাছ লাগানো হয়েছে। যদি প্রতি বছর ১২% গাছ মারা যায়, তাহলে ৫ বছরে কতটি গাছ বাঁচবে?",multi_step,৩৫২৭
"একটি ট্রেনে ৯০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৪৫ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩০ মি এবং প্রস্থ ২৫ মি। ক্ষেত্রফল কত?",multiply,৭৫০
"একটি দোকানে ৩০০টি আপেল আছে। যদি প্রতিদিন ৫০টি বিক্রি হয়, তাহলে ৬ দিনে কতটি আপেল বিক্রি হবে?",multiply,৩০০
"একটি রেস্টুরেন্টে ২০টি টেবিল আছে। যদি প্রতিটি টেবিলে ৫ জন বসে, তাহলে মোট কতজন খেতে পারে?",multiply,১০০
"একজন শ্রমিক ৯ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৬ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৫৪
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৫ মি এবং প্রস্থ ২০ মি। ক্ষেত্রফল কত?",multiply,৫০০
"রাহিম ৪৫০ টাকা দিয়ে ৯টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৭০ জন যাত্রী আছে। যদি ৩০ জন নেমে যায় এবং পরে ২০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,৬০
"একটি বাক্সে ৪০টি পেন্সিল আছে। যদি ২০টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,৮০০
"মিতা ১০ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১২ দিনে কত কিমি হাঁটবে?",multiply,১২০
"রুবি ২১০ টাকা দিয়ে ৭টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন কৃষক প্রতিদিন ২৮ লিটার দুধ বিক্রি করে। যদি সে ৯ দিনে বিক্রি করে, তাহলে মোট কত লিটার বিক্রি করবে?",multiply,২৫২
"একটি ক্লাসে ৮০ জন ছাত্র আছে। যদি ৩০ জন অনুপস্থিত থাকে, তাহলে এখন কতজন উপস্থিত?",subtract,৫০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩৬ মি এবং প্রস্থ ২৪ মি। ক্ষেত্রফল কত?",multiply,৮৬৪
"মিঠুর কাছে ৭/১০ কেজি চিনি আছে। যদি সে ২/৫ কেজি ব্যবহার করে, তাহলে কত কেজি বাকি?",subtract,৩/১০
"একটি দোকানে ৩৫০টি খেলনা আছে। যদি প্রতিদিন ৭০টি বিক্রি হয়, তাহলে ৪ দিনে কতটি বিক্রি হবে?",multiply,২৮০
"রাহিম ৪০টি কলম কিনল। যদি প্রতিটি কলম ১০ টাকা হয়, তাহলে মোট কত টাকা খরচ হলো?",multiply,৪০০
"একটি ট্রেনে ১০০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৫০ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০   
"মিতা ৯০ টাকা দিয়ে ৯টি চকলেট কিনল। প্রতিটির দাম কত?",divide,১০
"একজন ছাত্র প্রতিদিন ৬ ঘণ্টা পড়ে। যদি সে ১১ দিনে পড়ে, তাহলে মোট কত ঘণ্টা পড়বে?",multiply,৬৬
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২২ মি এবং প্রস্থ ২০ মি। ক্ষেত্রফল কত?",multiply,৪৪০
"রুবি ৬০টি পেন্সিল কিনল। যদি সে ২৫টি বন্ধুকে দেয়, তাহলে এখন কতটি আছে?",subtract,৩৫
"একটি দোকানে ৩০০টি আপেল আছে। যদি প্রতিদিন ৩০টি বিক্রি হয়, তাহলে ৫ দিনে কতটি বিক্রি হবে?",multiply,১৫০
"মিতা ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ১৫টি ডিম পায়। যদি সে ১৩ দিনে পায়, তাহলে মোট কতটি ডিম?",multiply,১৯৫
"একটি ক্লাসে ৬০ জন ছেলে এবং ৫৫ জন মেয়ে আছে। মোট কতজন?",add,১১৫
"রাহিমের কাছে ৫টি আম আছে। করিম তাকে ৩টি আম দিল। এখন তার কাছে কতটি আম?",add,৮
"আহমেদের কাছে ৪০টি মার্বেল আছে। সে তার ১৫টি বন্ধুকে দিল। বাকি কতটি?",subtract,২৫
"নিশার কাছে ২০টি বই ছিল। সে ৭টি লাইব্রেরিতে দান করল। এখন কতটি আছে?",subtract,১৩
"রফিকের কাছে ১৮টি কলা আছে। মামা তাকে আরও ৬টি দিল। মোট কতটি?",add,২৪
"লিলার কাছে ১০টি গোলাপ আছে। বাবা তার জন্য আরও ৫টি এনে দিল। এখন কতটি?",add,১৫
"রাহুল ৮০ টাকা নিয়ে দোকানে গেল। সে ৩০ টাকার খেলনা কিনল। বাকি কত টাকা?",subtract,৫০
"মরিয়মের কাছে ২৫টি পেন্সিল ছিল। সে ১০টি হারিয়ে ফেলল। এখন কতটি আছে?",subtract,১৫
"রুবি ২০০টি পেন্সিল কিনল। পরে ৭৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,১২৫
"রুবি ৬০টি পেন্সিল কিনল। পরে ২৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৩৫
"রুবি ৮০টি পেন্সিল কিনল। পরে ৩০টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৫০
"গ্রামবাসীরা গ্রামের রাস্তা মেরামতের জন্য টাকা তোলার সিদ্ধান্ত নিলেন। গ্রামে ৩২৪টি পরিবার আছে। প্রত্যেক পরিবার যদি ২০০ টাকা করে জমা দেয়, তাহলে সর্বমোট কত টাকা হবে?",multiply,৬৪৮০০
"একটি স্কুলে ৬০০ জন ছাত্র আছে। যদি প্রতিদিন ৯০ জন ছাত্র অনুপস্থিত থাকে, তাহলে এক সপ্তাহে মোট কতজন ছাত্র অনুপস্থিত থাকবে?",multiply,৬৩০
"একটি কারখানায় প্রতিদিন ১৮০০টি পণ্য তৈরি হয়। যদি প্রতিদিন ২৫০টি পণ্য বিক্রি হয়, তাহলে এক সপ্তাহে কতটি পণ্য বিক্রি হবে?",multiply,১৭৫০
"একটি শহরে ৭০০০টি গাছ লাগানো হয়েছে। যদি প্রতি বছর ১৫% গাছ মারা যায়, তাহলে ৫ বছরে কতটি গাছ বাঁচবে?",multi_step,৩৫৭৭
"একটি ট্রেনে ১১০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৫৫ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩৫ মি এবং প্রস্থ ২৮ মি। ক্ষেত্রফল কত?",multiply,৯৮০
"একটি দোকানে ৪০০টি আপেল আছে। যদি প্রতিদিন ৬০টি বিক্রি হয়, তাহলে ৭ দিনে কতটি আপেল বিক্রি হবে?",multiply,৪২০
"একটি রেস্টুরেন্টে ৩০টি টেবিল আছে। যদি প্রতিটি টেবিলে ৯ জন বসে, তাহলে মোট কতজন খেতে পারে?",multiply,২৭০
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৫ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৪০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৮ মি এবং প্রস্থ ২২ মি। ক্ষেত্রফল কত?",multiply,৬১৬
"রাহিম ৫০০ টাকা দিয়ে ১০টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৯০ জন যাত্রী আছে। যদি ৪০ জন নেমে যায় এবং পরে ৩০ জন উঠে, তাহলে এখন কতজন আছে?",multi_step,৮০
"একটি বাক্সে ৬০টি পেন্সিল আছে। যদি ২৫টি বাক্সে থাকে, তাহলে মোট কতটি পেন্সিল?",multiply,১৫০০
"মিতা ১৫ কিমি হাঁটে। যদি সে প্রতিদিন একই দূরত্ব হাঁটে, তাহলে ১২ দিনে কত কিমি হাঁটবে?",multiply,১৮০
"রুবি ৩০০ টাকা দিয়ে ১০টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন কৃষক প্রতিদিন ২৫ লিটার দুধ বিক্রি করে। যদি সে ৮ দিনে বিক্রি করে, তাহলে মোট কত লিটার বিক্রি করবে?",multiply,২০০
"একটি ক্লাসে ৯০ জন ছাত্র আছে। যদি ২০ জন অনুপস্থিত থাকে, তাহলে এখন কতজন উপস্থিত?",subtract,৭০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৩৬ মি এবং প্রস্থ ২৪ মি। ক্ষেত্রফল কত?",multiply,৮৬৪
"মিঠুর কাছে ৭/১০ কেজি চিনি আছে। যদি সে ২/৫ কেজি ব্যবহার করে, তাহলে কত কেজি বাকি?",subtract,৩/১০
"একটি দোকানে ৩৫০টি খেলনা আছে। যদি প্রতিদিন ৭০টি বিক্রি হয়, তাহলে ৪ দিনে কতটি বিক্রি হবে?",multiply,২৮০
"রাহিম ৪০টি কলম কিনল। যদি প্রতিটি কলম ১০ টাকা হয়, তাহলে মোট কত টাকা খরচ হলো?",multiply,৪০০
"একটি ট্রেনে ১০০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৫০ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০   
"মিতা ৯০ টাকা দিয়ে ৯টি চকলেট কিনল। প্রতিটির দাম কত?",divide,১০
"একজন ছাত্র প্রতিদিন ৬ ঘণ্টা পড়ে। যদি সে ১১ দিনে পড়ে, তাহলে মোট কত ঘণ্টা পড়বে?",multiply,৬৬
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২২ মি এবং প্রস্থ ২০ মি। ক্ষেত্রফল কত?",multiply,৪৪০
"রুবি ৬০টি পেন্সিল কিনল। যদি সে ২৫টি বন্ধুকে দেয়, তাহলে এখন কতটি আছে?",subtract,৩৫
"একটি দোকানে ৩০০টি আপেল আছে। যদি প্রতিদিন ৩০টি বিক্রি হয়, তাহলে ৫ দিনে কতটি বিক্রি হবে?",multiply,১৫০
"মিতা ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ১৫টি ডিম পায়। যদি সে ১৩ দিনে পায়, তাহলে মোট কতটি ডিম?",multiply,১৯৫
"একটি ক্লাসে ৬০ জন ছেলে এবং ৫৫ জন মেয়ে আছে। মোট কতজন?",add,১১৫
"রাহিমের কাছে ৫টি আম আছে। করিম তাকে ৩টি আম দিল। এখন তার কাছে কতটি আম?",add,৮
"৪৭ + ৩৬",add,৮৩
"৯৩ - ২৮",subtract,৬৫
"২৫ × ৪",multiply,১০০
"৪৮ ÷ ১২",divide,৪
"১২ + ১৯",add,৩১
"৭৮ - ৫৬",subtract,২২
"৩৪ × ৭",multiply,২৩৮
"৯৬ ÷ ৮",divide,১২
"৫৯ + ৪১",add,১০০
"৮০ - ৪৫",subtract,৩৫
"১৪ × ৯",multiply,১২৬
"৯০ ÷ ১৫",divide,৬
"৬৬ + ১২",add,৭৮
"৭৭ - ৩৮",subtract,৩৯
"৫ × ৫",multiply,২৫
"৪২ ÷ ৭",divide,৬
"৫০ + ২৯",add,৭৯
"৮৮ - ৬৪",subtract,২৪
"৩৬ × ৮",multiply,২৮৮
"৪৮ ÷ ১৬",divide,৩
"১৫ + ৪৭",add,৬২
"৬৯ - ২২",subtract,৪৭
"১২ × ১১",multiply,১৩২
"৮৪ ÷ ২১",divide,৪
"২৩ + ১৭",add,৪০
"৯১ - ৭৬",subtract,১৫
"১৯ × ৬",multiply,১১৪
"৭২ ÷ ৯",divide,৮
"৪৪ + ৫৫",add,৯৯
"৬৮ - ৪৯",subtract,১৯
"৯ × ৯",multiply,৮১
"৯৬ ÷ ২৪",divide,৪
"১৩ + ২৭",add,৪০
"৮৭ - ৬৫",subtract,২২
"২২ × ৪",multiply,৮৮
"৭০ ÷ ১০",divide,৭
"৪৯ + ২৮",add,৭৭
"৬২ - ৩৭",subtract,২৫
"১৮ × ১২",multiply,২১৬
"৮১ ÷ ৯",divide,৯
"২৪ + ৪৬",add,৭০
"৯৫ - ৪৮",subtract,৪৭
"৭ × ১৪",multiply,৯৮
"৫০ ÷ ৫",divide,১০
"৪৩ + ৫৭",add,১০০
"৮৯ - ৩৩",subtract,৫৬
"১১ × ১১",multiply,১২১
"৪৮ ÷ ৬",divide,৮
"৫৪ + ৩৬",add,৯০
"৭৭ - ৪৪",subtract,৩৩
"১৬ × ১৫",multiply,২৪০
"৭২ ÷ ১৮",divide,৪
"১৯ + ৮১",add,১০০
"৫৫ - ২২",subtract,৩৩
"১৩ × ৮",multiply,১০৪
"৬৪ ÷ ৮",divide,৮
"৩২ + ৪৮",add,৮০
"৮৫ - ৬৯",subtract,১৬
"২১ × ৫",multiply,১০৫
"৯০ ÷ ৩০",divide,৩
"৪৬ + ১৪",add,৬০
"৭৮ - ৫৯",subtract,১৯
"১২ × ৯",multiply,১০৮
"৮৪ ÷ ১২",divide,৭
"২৭ + ৭৩",add,১০০
"৬১ - ৩৪",subtract,২৭
"৫ × ১৮",multiply,৯০
"৪০ ÷ ১০",divide,৪
"৩৯ + ৪১",add,৮০
"৯৪ - ৭৮",subtract,১৬
"১৭ × ১৩",multiply,২২১
"৩৬ ÷ ৯",divide,৪
"২৫ + ৭৫",add,১০০
"৮৮ - ৪৪",subtract,৪৪
"১৯ × ৭",multiply,১৩৩
"৯৬ ÷ ৩২",divide,৩
"৩৫ + ১৫",add,৫০
"৬৯ - ২৭",subtract,৪২
"১৪ × ৬",multiply,৮৪
"৮০ ÷ ২০",divide,৪
"৫৬ + ১২",add,৬৮
"৭৭ - ৫৫",subtract,২২
"২৩ × ৩",multiply,৬৯
"৯০ ÷ ৯",divide,১০
"৪৮ + ৫২",add,১০০
"৮১ - ৬৪",subtract,১৭
"৯ × ১৫",multiply,১৩৫
"৭২ ÷ ৮",divide,৯
"৪০ + ৩৯",add,৭৯
"৫৫ - ২৯",subtract,২৬
"১৮ × ১৪",multiply,২৫২
"৬৩ ÷ ৭",divide,৯
"৪২ + ৩৮",add,৮০
"৯১ - ৫১",subtract,৪০
"২১ × ৯",multiply,১৮৯
"৪৮ ÷ ১২",divide,৪
"২৯ + ৭১",add,১০০
"৭৮ - ৪২",subtract,৩৬
"১৩ × ১৬",multiply,২০৮
"৮৪ ÷ ১৪",divide,৬
"৪৭ + ৫৩",add,১০০
"৬৬ - ৩৩",subtract,৩৩
"১২ × ১৯",multiply,২২৮
"৩৬ ÷ ৬",divide,৬
"২৫ + ৪৫",add,৭০
"৯০ - ৭০",subtract,২০
"৮ × ১১",multiply,৮৮
"৯৯ ÷ ১১",divide,৯
"৫৯ + ২২",add,৮১
"৮৪ - ৪৮",subtract,৩৬
"১৫ × ১২",multiply,১৮০
"৭২ ÷ ২৪",divide,৩
"২৬ + ১৪",add,৪০
"৫৮ - ৪৬",subtract,১২
"১৭ × ৬",multiply,১০২
"৪৯ ÷ ৭",divide,৭
"৪৪ + ৩৩",add,৭৭
"৬৯ - ৫৭",subtract,১২
"১৩ × ৭",multiply,৯১
"৮০ ÷ ১৬",divide,৫
"৩৫ + ৬৫",add,১০০
"৯২ - ৪৮",subtract,৪৪
"৯ × ১২",multiply,১০৮
"৭২ ÷ ৯",divide,৮
"সারার কাছে ১৫ টাকা আছে। মা তাকে আরো ২৫ টাকা দিল। এখন তার কাছে কত টাকা?",add,৪০
"আহমেদের কাছে ৫০টি মার্বেল আছে। তার বন্ধু ২০টি মার্বেল দিল। বাকি কতটি?",add,৭০
"নিশার কাছে ১২টি বই ছিল। সে ৪টি লাইব্রেরিতে দান করল। এখন কতটি আছে?",subtract,৮
"রফিকের কাছে ১৫টি কলা আছে। মামা তাকে আরও ৫টি দিল। মোট কতটি?",add,২০
"লিলার কাছে ৮টি গোলাপ আছে। বাবা তার জন্য আরও ৭টি এনে দিল। এখন কতটি?",add,১৫
"রাহুল ৬০ টাকা নিয়ে দোকানে গেল। সে ২৫ টাকার খেলনা কিনল। বাকি কত টাকা?",subtract,৩৫
"মরিয়মের কাছে ২০টি পেন্সিল ছিল। সে ৮টি হারিয়ে ফেলল। এখন কতটি আছে?",subtract,১২
